Indicator;Sector;Service;Vehicle category;Scope;Geography;Fuel;Value;Time;Source;Primary source;Observation value;Unit;Metadata
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Battery electric vehicle";33;2012;"JRC-IDEES";;"21.5636";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Battery electric vehicle";36;2013;"JRC-IDEES";;"32.4186";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Battery electric vehicle";39;2014;"JRC-IDEES";;"52.9338";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Battery electric vehicle";42;2015;"JRC-IDEES";;"78.5979";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
;;;;;;;45;;;;;;
"Transport Activity";"Road";"Freight";"N1/N2/N3";"national";"Afghanistan";"all";48;1990;"ATO";"https://www.nsia.gov.af:8080/wp-content/uploads/2019/04/Transportation-Years-book-1392.pdf";"none";"Mio. TKM";"Original ATO Code: TAS-PAG-004(2) - A tonne-kilometre, is a unit of measure of freight transport which represents the transport of one tonne of goods (including packaging and tare weights of intermodal transport units) by roads over a distance of one kilometre. Only the distance on the national territory of the reporting country is taken into account for national, international and transit transport."
"Transport Activity";"Road";"Freight";"N1/N2/N3";"national";"Afghanistan";"all";51;1991;"ATO";"https://www.nsia.gov.af:8080/wp-content/uploads/2019/04/Transportation-Years-book-1392.pdf";"none";"Mio. TKM";"Original ATO Code: TAS-PAG-004(2) - A tonne-kilometre, is a unit of measure of freight transport which represents the transport of one tonne of goods (including packaging and tare weights of intermodal transport units) by roads over a distance of one kilometre. Only the distance on the national territory of the reporting country is taken into account for national, international and transit transport."
"Transport Activity";"Road";"Freight";"N1/N2/N3";"national";"Afghanistan";"all";54;1992;"ATO";"https://www.nsia.gov.af:8080/wp-content/uploads/2019/04/Transportation-Years-book-1392.pdf";"none";"Mio. TKM";"Original ATO Code: TAS-PAG-004(2) - A tonne-kilometre, is a unit of measure of freight transport which represents the transport of one tonne of goods (including packaging and tare weights of intermodal transport units) by roads over a distance of one kilometre. Only the distance on the national territory of the reporting country is taken into account for national, international and transit transport."
"Transport Activity";"Road";"Freight";"N1/N2/N3";"national";"Afghanistan";"all";57;1993;"ATO";"https://www.nsia.gov.af:8080/wp-content/uploads/2019/04/Transportation-Years-book-1392.pdf";"none";"Mio. TKM";"Original ATO Code: TAS-PAG-004(2) - A tonne-kilometre, is a unit of measure of freight transport which represents the transport of one tonne of goods (including packaging and tare weights of intermodal transport units) by roads over a distance of one kilometre. Only the distance on the national territory of the reporting country is taken into account for national, international and transit transport."
"Transport Activity";"Road";"Freight";"N1/N2/N3";"national";"Afghanistan";"all";60;1994;"ATO";"https://www.nsia.gov.af:8080/wp-content/uploads/2019/04/Transportation-Years-book-1392.pdf";"none";"Mio. TKM";"Original ATO Code: TAS-PAG-004(2) - A tonne-kilometre, is a unit of measure of freight transport which represents the transport of one tonne of goods (including packaging and tare weights of intermodal transport units) by roads over a distance of one kilometre. Only the distance on the national territory of the reporting country is taken into account for national, international and transit transport."
"Transport Activity";"Road";"Freight";"N1/N2/N3";"national";"Afghanistan";"all";63;1995;"ATO";"https://www.nsia.gov.af:8080/wp-content/uploads/2019/04/Transportation-Years-book-1392.pdf";"none";"Mio. TKM";"Original ATO Code: TAS-PAG-004(2) - A tonne-kilometre, is a unit of measure of freight transport which represents the transport of one tonne of goods (including packaging and tare weights of intermodal transport units) by roads over a distance of one kilometre. Only the distance on the national territory of the reporting country is taken into account for national, international and transit transport."
"Transport Activity";"Road";"Freight";"N1/N2/N3";"national";"Afghanistan";"all";66;1996;"ATO";"https://www.nsia.gov.af:8080/wp-content/uploads/2019/04/Transportation-Years-book-1392.pdf";"none";"Mio. TKM";"Original ATO Code: TAS-PAG-004(2) - A tonne-kilometre, is a unit of measure of freight transport which represents the transport of one tonne of goods (including packaging and tare weights of intermodal transport units) by roads over a distance of one kilometre. Only the distance on the national territory of the reporting country is taken into account for national, international and transit transport."
"Transport Activity";"Road";"Freight";"N1/N2/N3";"national";"Afghanistan";"all";69;1997;"ATO";"https://www.nsia.gov.af:8080/wp-content/uploads/2019/04/Transportation-Years-book-1392.pdf";"none";"Mio. TKM";"Original ATO Code: TAS-PAG-004(2) - A tonne-kilometre, is a unit of measure of freight transport which represents the transport of one tonne of goods (including packaging and tare weights of intermodal transport units) by roads over a distance of one kilometre. Only the distance on the national territory of the reporting country is taken into account for national, international and transit transport."
"Transport Activity";"Road";"Freight";"N1/N2/N3";"national";"Afghanistan";"all";72;1998;"ATO";"https://www.nsia.gov.af:8080/wp-content/uploads/2019/04/Transportation-Years-book-1392.pdf";"none";"Mio. TKM";"Original ATO Code: TAS-PAG-004(2) - A tonne-kilometre, is a unit of measure of freight transport which represents the transport of one tonne of goods (including packaging and tare weights of intermodal transport units) by roads over a distance of one kilometre. Only the distance on the national territory of the reporting country is taken into account for national, international and transit transport."
"Transport Activity";"Road";"Freight";"N1/N2/N3";"national";"Afghanistan";"all";75;1999;"ATO";"https://www.nsia.gov.af:8080/wp-content/uploads/2019/04/Transportation-Years-book-1392.pdf";"none";"Mio. TKM";"Original ATO Code: TAS-PAG-004(2) - A tonne-kilometre, is a unit of measure of freight transport which represents the transport of one tonne of goods (including packaging and tare weights of intermodal transport units) by roads over a distance of one kilometre. Only the distance on the national territory of the reporting country is taken into account for national, international and transit transport."
"Transport Activity";"Road";"Freight";"N1/N2/N3";"national";"Afghanistan";"all";78;2000;"ATO";"https://www.nsia.gov.af:8080/wp-content/uploads/2019/04/Transportation-Years-book-1392.pdf";"none";"Mio. TKM";"Original ATO Code: TAS-PAG-004(2) - A tonne-kilometre, is a unit of measure of freight transport which represents the transport of one tonne of goods (including packaging and tare weights of intermodal transport units) by roads over a distance of one kilometre. Only the distance on the national territory of the reporting country is taken into account for national, international and transit transport."
"Transport Activity";"Road";"Freight";"N1/N2/N3";"national";"Afghanistan";"all";81;2001;"ATO";"https://www.nsia.gov.af:8080/wp-content/uploads/2019/04/Transportation-Years-book-1392.pdf";"none";"Mio. TKM";"Original ATO Code: TAS-PAG-004(2) - A tonne-kilometre, is a unit of measure of freight transport which represents the transport of one tonne of goods (including packaging and tare weights of intermodal transport units) by roads over a distance of one kilometre. Only the distance on the national territory of the reporting country is taken into account for national, international and transit transport."
"Transport Activity";"Road";"Freight";"N1/N2/N3";"national";"Afghanistan";"all";84;2002;"ATO";"https://www.nsia.gov.af:8080/wp-content/uploads/2019/04/Transportation-Years-book-1392.pdf";"none";"Mio. TKM";"Original ATO Code: TAS-PAG-004(2) - A tonne-kilometre, is a unit of measure of freight transport which represents the transport of one tonne of goods (including packaging and tare weights of intermodal transport units) by roads over a distance of one kilometre. Only the distance on the national territory of the reporting country is taken into account for national, international and transit transport."
"Transport Activity";"Road";"Freight";"N1/N2/N3";"national";"Afghanistan";"all";87;2003;"ATO";"https://www.nsia.gov.af:8080/wp-content/uploads/2019/04/Transportation-Years-book-1392.pdf";"none";"Mio. TKM";"Original ATO Code: TAS-PAG-004(2) - A tonne-kilometre, is a unit of measure of freight transport which represents the transport of one tonne of goods (including packaging and tare weights of intermodal transport units) by roads over a distance of one kilometre. Only the distance on the national territory of the reporting country is taken into account for national, international and transit transport."
"Transport Activity";"Road";"Freight";"N1/N2/N3";"national";"Afghanistan";"all";90;2004;"ATO";"https://www.nsia.gov.af:8080/wp-content/uploads/2019/04/Transportation-Years-book-1392.pdf";"none";"Mio. TKM";"Original ATO Code: TAS-PAG-004(2) - A tonne-kilometre, is a unit of measure of freight transport which represents the transport of one tonne of goods (including packaging and tare weights of intermodal transport units) by roads over a distance of one kilometre. Only the distance on the national territory of the reporting country is taken into account for national, international and transit transport."
"Transport Activity";"Road";"Freight";"N1/N2/N3";"national";"Afghanistan";"all";93;2005;"ATO";"https://www.nsia.gov.af:8080/wp-content/uploads/2019/04/Transportation-Years-book-1392.pdf";"none";"Mio. TKM";"Original ATO Code: TAS-PAG-004(2) - A tonne-kilometre, is a unit of measure of freight transport which represents the transport of one tonne of goods (including packaging and tare weights of intermodal transport units) by roads over a distance of one kilometre. Only the distance on the national territory of the reporting country is taken into account for national, international and transit transport."
"Transport Activity";"Road";"Freight";"N1/N2/N3";"national";"Afghanistan";"all";96;2006;"ATO";"https://www.nsia.gov.af:8080/wp-content/uploads/2019/04/Transportation-Years-book-1392.pdf";"none";"Mio. TKM";"Original ATO Code: TAS-PAG-004(2) - A tonne-kilometre, is a unit of measure of freight transport which represents the transport of one tonne of goods (including packaging and tare weights of intermodal transport units) by roads over a distance of one kilometre. Only the distance on the national territory of the reporting country is taken into account for national, international and transit transport."
"Transport Activity";"Road";"Freight";"N1/N2/N3";"national";"Afghanistan";"all";99;2007;"ATO";"https://www.nsia.gov.af:8080/wp-content/uploads/2019/04/Transportation-Years-book-1392.pdf";"none";"Mio. TKM";"Original ATO Code: TAS-PAG-004(2) - A tonne-kilometre, is a unit of measure of freight transport which represents the transport of one tonne of goods (including packaging and tare weights of intermodal transport units) by roads over a distance of one kilometre. Only the distance on the national territory of the reporting country is taken into account for national, international and transit transport."
"Transport Activity";"Road";"Freight";"N1/N2/N3";"national";"Afghanistan";"all";102;2008;"ATO";"https://www.nsia.gov.af:8080/wp-content/uploads/2019/04/Transportation-Years-book-1392.pdf";"none";"Mio. TKM";"Original ATO Code: TAS-PAG-004(2) - A tonne-kilometre, is a unit of measure of freight transport which represents the transport of one tonne of goods (including packaging and tare weights of intermodal transport units) by roads over a distance of one kilometre. Only the distance on the national territory of the reporting country is taken into account for national, international and transit transport."
"Transport Activity";"Road";"Freight";"N1/N2/N3";"national";"Afghanistan";"all";105;2009;"ATO";"https://www.nsia.gov.af:8080/wp-content/uploads/2019/04/Transportation-Years-book-1392.pdf";"none";"Mio. TKM";"Original ATO Code: TAS-PAG-004(2) - A tonne-kilometre, is a unit of measure of freight transport which represents the transport of one tonne of goods (including packaging and tare weights of intermodal transport units) by roads over a distance of one kilometre. Only the distance on the national territory of the reporting country is taken into account for national, international and transit transport."
"Transport Activity";"Road";"Freight";"N1/N2/N3";"national";"Afghanistan";"all";108;2010;"ATO";"https://www.nsia.gov.af:8080/wp-content/uploads/2019/04/Transportation-Years-book-1392.pdf";"none";"Mio. TKM";"Original ATO Code: TAS-PAG-004(2) - A tonne-kilometre, is a unit of measure of freight transport which represents the transport of one tonne of goods (including packaging and tare weights of intermodal transport units) by roads over a distance of one kilometre. Only the distance on the national territory of the reporting country is taken into account for national, international and transit transport."
"Transport Activity";"Road";"Freight";"N1/N2/N3";"national";"Afghanistan";"all";111;2011;"ATO";"https://www.nsia.gov.af:8080/wp-content/uploads/2019/04/Transportation-Years-book-1392.pdf";"6,796";"Mio. TKM";"Original ATO Code: TAS-PAG-004(2) - A tonne-kilometre, is a unit of measure of freight transport which represents the transport of one tonne of goods (including packaging and tare weights of intermodal transport units) by roads over a distance of one kilometre. Only the distance on the national territory of the reporting country is taken into account for national, international and transit transport."
"Transport Activity";"Road";"Freight";"N1/N2/N3";"national";"Afghanistan";"all";1;2012;"ATO";"https://www.nsia.gov.af:8080/wp-content/uploads/2019/04/Transportation-Years-book-1392.pdf";"7,038";"Mio. TKM";"Original ATO Code: TAS-PAG-004(2) - A tonne-kilometre, is a unit of measure of freight transport which represents the transport of one tonne of goods (including packaging and tare weights of intermodal transport units) by roads over a distance of one kilometre. Only the distance on the national territory of the reporting country is taken into account for national, international and transit transport."
"Transport Activity";"Road";"Freight";"N1/N2/N3";"national";"Afghanistan";"all";2;2013;"ATO";"https://www.nsia.gov.af:8080/wp-content/uploads/2019/04/Transportation-Years-book-1392.pdf";"7,255";"Mio. TKM";"Original ATO Code: TAS-PAG-004(2) - A tonne-kilometre, is a unit of measure of freight transport which represents the transport of one tonne of goods (including packaging and tare weights of intermodal transport units) by roads over a distance of one kilometre. Only the distance on the national territory of the reporting country is taken into account for national, international and transit transport."
"Transport Activity";"Road";"Freight";"N1/N2/N3";"national";"Afghanistan";"all";4;2014;"ATO";"https://www.nsia.gov.af:8080/wp-content/uploads/2019/04/Transportation-Years-book-1392.pdf";"7,344";"Mio. TKM";"Original ATO Code: TAS-PAG-004(2) - A tonne-kilometre, is a unit of measure of freight transport which represents the transport of one tonne of goods (including packaging and tare weights of intermodal transport units) by roads over a distance of one kilometre. Only the distance on the national territory of the reporting country is taken into account for national, international and transit transport."
"Transport Activity";"Road";"Freight";"N1/N2/N3";"national";"Afghanistan";"all";7;2015;"ATO";"https://www.nsia.gov.af:8080/wp-content/uploads/2019/04/Transportation-Years-book-1392.pdf";"4,423";"Mio. TKM";"Original ATO Code: TAS-PAG-004(2) - A tonne-kilometre, is a unit of measure of freight transport which represents the transport of one tonne of goods (including packaging and tare weights of intermodal transport units) by roads over a distance of one kilometre. Only the distance on the national territory of the reporting country is taken into account for national, international and transit transport."
"Transport Activity";"Road";"Freight";"N1/N2/N3";"national";"Afghanistan";"all";9;2016;"ATO";"https://www.nsia.gov.af:8080/wp-content/uploads/2019/04/Transportation-Years-book-1392.pdf";"4,297";"Mio. TKM";"Original ATO Code: TAS-PAG-004(2) - A tonne-kilometre, is a unit of measure of freight transport which represents the transport of one tonne of goods (including packaging and tare weights of intermodal transport units) by roads over a distance of one kilometre. Only the distance on the national territory of the reporting country is taken into account for national, international and transit transport."
"Transport Activity";"Road";"Freight";"N1/N2/N3";"national";"Afghanistan";"all";11;2017;"ATO";"https://www.nsia.gov.af:8080/wp-content/uploads/2019/04/Transportation-Years-book-1392.pdf";"none";"Mio. TKM";"Original ATO Code: TAS-PAG-004(2) - A tonne-kilometre, is a unit of measure of freight transport which represents the transport of one tonne of goods (including packaging and tare weights of intermodal transport units) by roads over a distance of one kilometre. Only the distance on the national territory of the reporting country is taken into account for national, international and transit transport."
